Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
339.62,23.9,177.7,10.78,39.12
326.84,216.15,164.03,45.23,13.67
392.52,310.6,89.35,3.89,44.12
31.23,624.55,212.15,123.69,102.13
94.35,18.9,156.92,167.92,169.03
359.18,216.15,170.81,10.89,11.89
229.82,387.3,199.26,40.34,43.23
109.13,19.45,246.38,116.8,121.8
331.62,63.9,146.36,27.45,55.79
200.37,745.15,146.14,8.78,60.68
226.6,123.9,268.83,50.01,13.78
390.63,167.25,103.91,16.78,38.23
349.62,334.5,114.02,51.9,24.56
69.79,921.85,130.47,143.36,45.12
368.18,377.85,94.24,16.67,24.34
108.91,-5.55,193.48,165.92,114.91
545.77,30.0,49.23,-2.0,-1.0
360.18,132.8,151.03,25.56,5.78
179.7,263.95,158.03,134.58,59.9
81.35,285.05,238.6,107.91,103.13
57.01,398.4,305.17,113.91,52.23
159.14,13.9,272.94,95.24,56.79
69.79,931.85,56.9,134.36,136.47
457.64,53.35,92.24,-7.0,30.45
320.84,151.7,180.59,34.23,-5.0
525.1,9.45,46.12,0.0,-3.11
118.8,359.5,243.49,94.35,89.46
241.49,917.4,97.24,46.23,16.56
384.63,157.8,138.47,16.67,28.56
184.59,423.4,178.7,110.02,57.01
385.74,103.9,173.7,3.89,15.89
217.04,187.8,247.27,83.35,20.78
447.64,-10.55,114.02,17.78,26.67
61.01,737.35,292.5,62.9,39.12
496.65,69.45,75.68,4.0,3.78
257.38,118.35,217.93,51.12,70.9
475.09,18.9,70.57,11.78,14.78
462.2,64.45,107.02,0.89,0.0
310.28,235.6,173.81,25.56,43.23
26.56,740.15,125.58,20.67,252.16
320.95,165.6,137.47,10.78,72.68
239.71,133.35,306.39,28.56,22.56
245.49,358.95,118.91,129.47,27.34
208.26,181.7,271.05,24.67,63.68
440.86,132.8,87.24,5.89,12.56
134.58,268.95,298.5,52.01,43.23
314.17,3.9,178.7,17.67,66.68
266.05,43.9,232.71,68.68,6.89
209.04,221.15,268.94,13.67,51.12
359.18,73.35,127.69,29.34,38.12
308.17,310.6,181.59,17.56,14.56
270.83,220.6,169.92,81.57,24.56
370.96,196.15,135.47,16.78,32.56
429.08,133.35,118.8,19.67,20.78
153.25,254.5,323.06,32.45,29.34
64.9,696.8,118.91,134.36,129.47
451.75,133.35,92.35,11.67,24.56
287.5,548.45,45.23,10.89,126.8
367.29,167.8,141.47,29.34,26.34
292.5,192.25,256.27,12.89,14.89
439.97,-20.55,141.36,5.89,16.89
162.14,205.6,104.02,41.34,254.38
396.63,94.45,157.14,14.78,26.67
442.86,10.0,147.36,10.89,10.89
72.79,825.7,132.58,47.12,184.37
503.76,0.0,75.57,-7.0,28.67
149.25,202.25,57.9,255.16,102.24
252.27,407.85,173.7,5.78,69.68
154.25,662.35,135.58,35.23,131.47
282.83,77.8,208.15,33.34,47.12
254.38,172.25,268.05,30.45,17.67
415.3,137.8,142.25,1.89,-5.0
388.74,226.7,117.8,27.56,25.56
340.73,-10.55,224.82,5.89,11.67
30.34,1924.25,37.23,33.34,98.35
129.47,295.05,297.39,41.23,55.9
338.62,244.5,161.03,9.78,12.67
224.71,224.5,214.04,49.12,47.23
288.61,152.25,198.15,46.12,14.56
396.52,39.45,172.81,-2.0,11.89
341.51,157.8,190.37,9.78,16.78
440.64,39.45,106.91,4.78,0.0
448.53,118.9,96.24,15.67,16.78
65.9,0.0,97.13,130.47,135.69
125.58,0.0,218.04,101.02,60.68
175.7,637.9,170.81,21.56,92.35
535.88,30.0,44.23,1.0,-1.11
474.31,-40.55,114.91,8.89,13.89
183.7,132.8,373.18,22.56,10.0
346.51,73.35,211.15,4.78,-5.11
508.43,-40.0,63.68,7.0,5.0
460.53,-20.0,134.58,7.0,-5.0
87.46,342.3,204.15,113.8,105.24
106.02,1050.75,151.14,80.57,42.12
84.46,1015.75,220.93,0.0,74.46
39.34,285.05,151.25,148.25,213.15
170.92,578.45,253.38,10.67,44.34
244.49,230.6,214.93,47.23,41.23
445.53,25.0,109.8,5.89,19.78
363.29,123.35,154.14,47.23,13.56
476.09,99.45,104.13,3.89,10.0
290.61,428.4,186.48,14.78,46.34
237.38,75.0,247.38,41.12,56.12
398.74,162.8,139.25,3.89,12.56
456.53,23.9,111.8,-1.0,-9.0
432.86,24.45,89.24,36.45,21.56
13.56,1012.4,122.58,67.68,167.81
70.57,333.95,340.51,63.79,29.34
507.54,-50.0,50.9,14.78,5.78
377.07,63.35,165.03,16.78,41.45
509.43,118.9,64.9,10.89,-3.11
403.41,13.35,122.58,9.78,18.56
185.59,304.5,239.49,53.01,62.01
503.65,38.9,54.9,17.78,10.89
500.76,-5.55,82.46,5.0,8.89
126.69,-35.55,307.28,4.89,133.36
160.92,23.35,293.61,4.78,89.13
456.64,38.35,108.91,5.89,9.89
344.4,93.35,192.48,17.67,6.89
524.1,39.45,52.12,-0.11,4.89
264.05,307.85,161.14,24.56,71.79
109.13,103.9,171.81,284.61,7.67
414.19,3.9,121.58,13.78,4.78
384.85,43.9,175.59,12.89,8.89
260.94,638.45,104.02,55.01,35.45
240.38,74.45,266.05,-5.0,79.68
49.23,60.0,210.93,166.81,154.03
47.23,569.0,191.48,72.68,185.7
431.97,-30.55,126.69,10.78,7.67
331.95,62.8,159.14,18.56,59.79
529.21,69.45,41.12,10.89,5.89
181.7,367.85,292.61,10.78,24.34
465.31,59.45,115.91,-7.0,-6.11
502.65,39.45,71.57,-0.11,17.89
486.09,84.45,86.35,18.78,2.89
176.59,270.05,192.48,-0.11,165.03
480.09,39.45,101.13,-5.0,8.0
215.82,156.7,214.04,54.01,69.9
464.42,118.9,112.02,-4.0,-5.11
234.6,-45.55,277.83,39.34,31.34
493.87,-45.55,77.46,8.89,5.89
110.13,284.5,282.72,77.57,72.68
198.37,127.8,235.71,31.45,122.91
334.84,266.15,169.92,38.34,10.67
238.6,402.85,211.04,35.34,27.34
271.94,221.7,249.27,12.67,6.78
390.85,63.9,157.92,23.67,-0.22
59.01,1194.1,114.91,20.67,176.59
440.86,14.45,99.13,25.56,27.56
261.16,52.8,263.16,36.45,22.67
149.36,146.15,222.71,44.23,127.47
133.36,23.35,211.93,70.57,140.47
217.04,-1.1,187.48,177.81,-2.11
351.29,167.25,104.13,58.79,40.34
381.74,48.9,115.69,34.45,36.34
437.86,104.45,118.91,25.56,9.78
391.63,-0.55,162.81,3.89,0.78
510.65,30.0,74.46,11.89,6.0
197.15,156.7,230.82,76.57,52.23
324.95,58.35,214.93,-4.0,32.56
544.66,35.0,21.45,-1.11,-6.0
39.34,1203.0,266.94,1.89,35.23
368.96,49.45,182.7,12.67,11.78
279.61,340.05,182.48,18.56,43.34
340.62,39.45,157.03,34.23,29.23
126.58,423.4,289.72,61.79,42.12
270.83,151.7,249.38,3.89,11.56
135.47,84.45,340.51,58.9,26.34
320.95,78.35,213.15,22.56,18.67
490.87,34.45,101.24,5.0,2.0
412.3,3.9,137.47,14.67,27.67
177.59,195.05,279.83,4.89,76.68
254.16,460.65,130.47,64.68,13.67
238.6,136.7,231.82,23.45,71.79
100.02,540.1,276.94,102.02,-9.0
403.41,128.9,159.14,6.78,0.89
313.17,14.45,225.71,16.56,28.67
487.98,75.0,102.24,3.89,9.89
483.98,-5.55,84.57,7.89,10.67
250.38,245.6,200.26,31.34,48.01
259.27,505.65,142.47,34.34,63.79
339.62,251.7,153.14,17.56,53.23
286.61,329.5,168.7,55.9,3.89
202.15,471.75,179.7,72.57,54.12
163.81,299.5,293.5,37.34,22.45
213.82,28.9,209.93,64.68,61.68
550.77,35.0,31.34,2.0,10.0
66.57,956.85,129.69,20.56,175.81
253.38,197.25,168.92,77.46,54.79
294.39,276.15,216.04,19.56,20.78
186.59,14.45,281.83,63.79,55.9
150.25,147.8,318.95,8.78,87.46
181.48,210.6,284.72,33.34,33.34
548.77,5.0,28.34,-7.0,-6.11
430.86,34.45,138.47,5.89,16.89
269.94,176.7,154.25,35.45,101.13
524.32,94.45,66.9,7.0,1.89
197.15,446.75,120.69,142.36,33.45
38.23,1432.5,43.12,195.26,12.0
104.24,559.0,231.71,9.78,131.47
47.23,295.6,72.68,273.94,169.03
227.6,800.7,159.92,1.89,24.45
273.83,466.2,124.8,47.23,59.9
312.06,182.8,189.48,-3.0,42.01
288.5,187.8,147.14,18.56,106.24
389.63,112.8,147.25,16.56,-1.11
366.29,148.35,172.92,6.78,32.34
480.87,-25.0,68.57,-3.0,11.56
243.38,107.8,215.04,44.12,57.9
347.62,251.15,80.35,56.01,76.79
19.45,1046.3,108.02,124.8,141.47
317.95,57.8,213.93,13.78,20.78
405.3,162.25,53.01,53.12,40.12
98.24,128.9,237.6,196.37,57.12
173.81,652.35,125.8,106.13,46.9
531.88,-5.0,44.23,6.0,5.0
416.3,148.35,131.58,11.67,6.78
490.98,73.9,79.46,9.78,16.89
238.38,128.9,304.39,20.67,5.78
457.42,-20.0,89.35,24.56,26.67
299.39,93.35,226.82,23.56,33.56
32.56,877.4,119.8,177.7,73.46
181.7,251.15,322.06,24.67,27.34
101.13,691.8,181.7,166.92,11.89
508.54,-15.55,70.79,2.89,-2.11
189.37,161.7,296.61,46.23,27.45
339.51,63.9,188.48,12.78,30.56
487.87,-40.55,87.35,3.0,-3.11
188.59,270.6,225.93,124.69,23.67
286.83,102.25,246.49,17.56,20.56
255.38,299.5,231.6,36.45,29.67
272.94,182.8,278.94,15.67,19.78
396.63,157.8,136.36,11.67,9.67
352.4,117.25,183.7,15.78,14.67
292.5,221.7,181.7,53.01,30.45
222.93,310.05,233.6,50.12,38.45
63.9,769.6,142.25,116.8,92.13
40.23,605.1,272.05,61.79,110.91
347.62,98.9,220.82,12.89,1.78
318.95,143.35,228.82,9.89,13.67
271.94,191.15,233.6,33.45,23.78
168.92,520.1,163.03,101.02,44.01
302.39,314.5,109.02,15.78,109.91
498.54,103.9,50.01,7.78,14.89
408.52,93.35,122.69,33.45,20.67
514.43,9.45,57.9,10.78,0.0
249.27,142.25,260.16,28.56,13.56
115.69,127.25,329.73,51.12,46.01
364.07,309.5,73.57,60.79,16.67
398.74,103.9,184.7,5.78,16.89
533.88,-55.0,49.12,0.0,12.0
395.74,14.45,72.57,53.01,67.79
312.17,176.7,221.82,12.78,2.0
221.93,392.85,205.04,73.68,0.78
96.24,160.6,289.61,24.45,130.58
149.03,0.0,210.93,87.24,29.45
205.04,74.45,133.47,115.8,117.8
115.69,815.15,112.91,183.59,14.78
326.95,172.25,195.26,2.89,28.45
455.31,93.9,105.02,4.0,17.89
283.83,153.35,281.72,3.0,23.78
24.56,835.7,151.03,206.26,58.01
548.77,69.45,23.45,0.89,8.0
432.97,-1.1,84.35,20.67,46.23
44.01,607.35,120.69,123.8,148.03
263.16,305.6,176.59,49.12,54.01
324.06,50.0,237.49,-3.0,28.56
316.95,133.9,184.7,18.56,47.01
508.43,25048.8,36.23,9.89,11.89
524.21,-40.55,48.01,5.0,7.89
310.17,245.6,196.48,22.56,11.67
408.3,3.9,129.58,11.78,32.56
544.77,99.45,40.34,3.0,11.0
424.97,148.35,113.8,6.89,17.67
67.68,72.8,74.46,201.26,219.04
310.28,152.25,224.82,15.67,5.78
329.95,54.45,200.26,35.34,12.56
47.12,87.8,113.02,69.57,323.73
377.85,82.8,116.91,26.45,45.23
234.49,343.95,220.04,-0.11,58.79
531.88,-5.55,39.34,-1.11,-3.0
480.09,63.35,83.46,11.89,-6.11
164.03,93.9,273.05,129.58,26.67
184.7,313.95,200.37,40.23,101.02
218.82,364.5,237.49,-1.11,47.9
282.72,245.6,103.91,16.67,127.58
262.94,82.25,177.7,5.0,119.91
258.16,236.15,218.93,33.45,40.23
456.53,128.9,54.9,30.34,21.45
310.06,152.8,207.04,6.78,35.56
460.42,64.45,100.24,16.78,22.78
111.8,377.85,279.83,44.12,79.68
455.53,48.9,102.24,23.56,5.89
114.91,182.25,311.28,121.69,14.67
440.86,-5.55,81.57,45.23,25.45
476.2,104.45,91.24,16.67,5.0
363.29,74.45,169.81,30.56,19.45
502.54,-40.0,70.57,-1.0,7.89
224.71,342.85,220.93,2.89,55.9
387.63,59.45,164.81,1.89,10.78
526.1,10.0,58.01,5.89,-2.0
368.29,176.15,145.14,28.45,10.0
216.04,678.45,107.02,24.56,126.58
362.4,137.25,168.81,17.78,25.56
462.2,123.9,71.68,13.78,34.56
491.98,-20.0,108.13,-3.0,7.0
33.23,966.3,87.35,235.6,31.45
373.07,97.25,126.58,24.67,36.23
40.34,741.25,113.02,167.81,139.58
156.92,564.0,171.92,79.46,60.9
267.16,160.6,219.82,42.23,22.67
425.97,-35.0,131.47,8.89,21.78
464.31,54.45,99.24,6.89,4.78
303.28,35.0,155.14,54.01,78.57
178.59,368.4,174.59,99.13,55.01
381.96,23.35,172.92,6.0,15.56
146.36,353.95,220.04,121.8,42.01
32.56,0.0,267.94,117.8,45.34
427.08,127.8,124.58,8.89,1.89
177.59,63.35,213.04,65.79,100.91
361.07,236.7,154.14,1.0,11.56
409.3,23.9,149.14,6.89,-2.11
246.38,200.6,219.82,22.67,62.01
468.31,118.9,84.35,19.67,5.89
358.18,255.05,103.91,60.01,-10.0
422.3,34.45,94.13,29.45,46.34
303.17,123.9,133.36,95.35,46.34
270.05,219.5,190.59,3.89,66.57
372.96,38.35,135.36,23.45,21.56
190.26,187.8,290.61,26.56,58.12
447.53,-10.55,111.8,-5.0,3.89
276.94,142.8,94.24,54.9,126.47
440.64,104.45,100.13,29.45,-9.0
401.63,88.35,169.92,-1.0,23.78
78.68,652.35,97.24,211.93,69.79
408.3,83.9,152.14,-1.11,-5.11
516.54,-50.0,70.68,2.89,7.89
397.74,123.9,154.14,21.67,21.67
479.2,58.9,67.79,24.45,19.78
376.96,212.25,158.14,11.78,31.56
234.71,505.1,125.8,102.13,36.45
381.07,3.9,147.25,37.23,13.67
278.72,171.7,217.04,42.34,30.56
246.49,136.7,234.71,44.12,32.34
256.38,62.8,241.49,18.78,76.79
250.16,147.25,222.82,54.12,30.56
414.19,157.25,122.69,20.67,-7.0
52.9,1002.4,100.02,31.34,197.26
438.64,-60.0,70.57,55.01,19.78
369.29,19.45,187.59,21.67,9.67
329.73,190.6,187.59,6.89,13.56
-4.11,369.5,94.13,220.93,204.15
413.3,8.9,142.36,13.78,2.78
370.18,153.35,171.7,5.78,8.78
494.87,74.45,60.79,-0.11,7.67
430.86,10.0,61.79,68.68,26.67
128.69,447.3,231.6,95.35,50.9
314.06,192.8,216.93,29.56,-3.11
215.04,195.6,259.16,16.56,42.12
546.77,5.0,43.23,7.0,8.0
220.71,333.95,119.69,75.57,106.24
240.38,565.1,137.58,30.45,61.68
19.56,1109.1,55.9,230.82,53.9
96.02,486.2,241.38,51.9,71.46
340.73,117.8,218.93,10.78,1.0
187.59,236.7,233.49,84.35,41.23
187.48,210.6,305.28,31.34,6.67
495.87,-40.55,65.68,-1.11,20.78
302.5,167.8,199.15,16.78,53.01
338.84,20.0,246.49,7.0,4.78
272.83,137.8,171.81,30.34,82.57
417.3,157.8,101.24,27.56,31.34
369.96,73.35,107.13,36.23,48.12
95.13,146.7,317.06,14.67,113.8
335.84,216.15,189.37,19.67,-5.11
221.71,422.3,220.82,39.34,10.67
390.52,-45.55,152.14,14.78,16.78
244.38,315.05,194.48,47.01,41.12
222.71,344.5,132.47,38.23,135.69
143.25,431.2,231.6,50.01,61.9
98.02,506.2,250.27,124.69,3.78
44.12,-10.0,168.81,227.82,155.25
187.37,177.25,268.05,25.56,82.57
456.42,23.9,84.57,2.0,44.23
394.52,84.45,173.81,3.89,-6.0
323.84,39.45,198.15,10.89,29.34
62.68,642.35,192.37,145.25,40.23
311.28,131.7,184.48,15.67,44.23
358.18,304.5,59.9,58.01,48.01
325.73,98.9,228.71,11.78,3.0
142.47,278.95,280.83,111.02,8.89
457.31,39.45,109.02,18.78,-10.0
137.58,461.75,160.92,52.01,157.14
137.36,407.3,237.49,111.91,23.78
326.06,413.4,107.91,18.67,78.68
382.85,-1.1,134.47,42.34,12.56
169.03,190.6,299.28,29.34,26.34
212.04,328.95,258.27,6.89,42.01
210.15,892.4,47.12,42.34,114.8
211.93,14.45,275.72,77.68,11.67
319.84,222.25,161.03,57.9,9.78
352.51,107.25,184.59,19.56,14.89
213.04,132.25,250.27,59.9,32.23
256.38,426.75,133.47,30.56,98.24
207.93,441.2,122.58,92.24,62.01
187.59,457.3,155.03,65.9,100.02
180.81,92.8,149.14,14.67,210.93
41.12,526.2,272.83,122.69,36.12
457.64,118.9,124.8,-0.11,-3.0
0.0,371.75,136.58,107.91,65.01
308.06,-15.0,187.37,66.79,0.89
349.51,79.45,207.26,22.67,22.67
280.83,-16.1,194.48,89.46,39.45
139.25,225.6,308.39,51.12,47.01
233.49,456.75,121.58,84.35,39.23
38.12,681.8,201.37,22.56,180.59
394.63,-15.55,179.59,12.89,12.0
127.8,427.3,103.13,93.13,191.48
0.0,162.8,143.36,136.47,-3.0
171.92,310.6,329.95,21.56,32.45
370.96,103.35,150.14,12.89,27.34
266.16,111.7,210.04,53.9,11.67
124.69,541.2,208.26,143.25,24.56
324.95,387.3,153.14,-6.0,17.45
161.92,364.5,281.72,23.56,55.9
285.61,541.2,154.25,48.12,13.78
281.72,256.15,204.26,11.67,46.12
364.18,216.15,112.02,28.45,38.12
392.63,162.8,155.25,23.67,6.89
66.9,496.75,245.38,152.25,40.12
377.07,220.6,135.36,25.56,16.89
67.79,539.0,112.8,145.36,138.25
251.27,73.9,203.26,112.91,22.78
219.71,441.75,110.8,82.46,76.68
355.51,13.35,164.92,15.78,55.12
16.56,877.95,90.35,134.58,172.81
191.26,624.55,206.26,61.9,29.67
255.05,-45.0,173.7,137.47,17.78
344.62,53.35,188.59,15.67,29.56
320.06,364.5,121.69,89.46,8.89
209.26,310.6,282.83,11.67,52.12
400.63,9.45,138.36,42.34,0.78
77.46,899.05,235.6,34.34,53.79
111.02,253.95,247.27,87.46,76.46
379.85,-30.55,184.7,1.0,30.56
111.02,221.15,263.16,92.35,85.35
305.17,14.45,124.8,63.68,78.46
264.16,266.15,88.35,117.8,77.46
528.32,65.0,51.9,12.89,-5.11
78.57,142.25,118.91,128.69,235.38
352.4,73.9,212.04,7.0,10.78
454.64,87.25,94.24,0.89,28.67
44.23,186.7,149.14,129.69,242.6
379.96,-6.1,164.03,22.67,35.56
451.75,163.35,122.69,1.0,15.89
481.98,63.9,83.35,8.89,-1.11
211.93,319.5,171.7,56.9,84.57
197.37,88.35,267.16,96.13,26.56
210.26,300.05,249.38,31.45,53.9
569.44,10.0,17.56,7.0,11.0
286.5,171.15,228.6,-0.11,14.78
204.37,33.35,334.73,3.89,25.34
237.71,42.8,236.71,57.01,45.01
108.13,88.9,306.17,75.46,89.46
367.29,158.35,184.59,4.78,11.67
46.23,995.2,300.28,21.56,2.78
552.77,30.0,34.34,3.0,10.0
145.25,352.85,299.39,18.67,56.12
172.81,549.0,169.92,74.68,54.79
359.29,78.9,144.36,6.78,67.9
96.24,251.15,159.14,165.03,143.36
96.35,-5.0,247.49,237.49,25.67
373.18,93.9,169.7,16.67,27.67
335.62,103.9,213.93,19.67,10.0
125.58,358.4,218.04,101.02,60.68
465.31,73.35,99.24,6.89,-6.11
178.7,190.05,305.17,7.78,40.34
469.42,133.9,101.13,10.78,17.78
216.04,289.5,175.81,63.68,72.57
450.42,-5.55,107.91,11.89,-10.0
410.41,187.25,145.36,7.0,16.78
346.4,59.45,194.37,5.89,24.45
208.93,42.8,243.6,51.9,41.01
524.21,19.45,39.12,2.89,7.0
300.39,246.7,169.7,38.23,26.34
312.06,14.45,224.82,12.67,6.67
300.39,68.35,236.49,21.56,17.89
214.82,559.55,229.6,19.67,2.0
399.63,136.7,103.91,24.67,18.45
326.95,-50.0,222.93,37.34,21.78
389.74,-35.55,160.03,7.78,32.56
263.94,206.7,210.04,28.45,38.23
323.84,20.0,166.92,30.56,64.68
285.83,300.05,211.15,0.0,49.01
405.52,108.9,125.69,12.67,46.34
455.64,79.45,93.13,29.56,-0.22
172.59,575.65,0.0,114.8,47.9
299.5,241.15,179.59,12.78,47.01
274.83,15.0,183.7,28.34,104.24
435.97,142.25,122.8,-2.0,17.89
78.35,283.4,225.82,195.26,-0.11
103.13,285.05,142.47,201.37,105.02
518.21,40.0,61.01,11.89,17.89
262.27,33.35,272.83,29.34,2.89
184.37,23.9,270.83,66.68,26.34
223.93,268.95,109.8,110.91,66.57
424.97,-15.0,122.8,6.78,34.45
304.28,369.5,167.92,20.56,35.34
131.58,97.8,218.04,88.35,137.47
498.76,79.45,77.68,13.78,0.0
325.06,-20.0,224.82,34.45,7.67
204.15,363.95,247.49,67.68,2.89
178.48,112.8,271.05,15.67,96.24
461.31,128.9,70.68,-2.0,48.23
104.91,516.75,242.49,48.12,90.13
450.64,70.0,117.8,4.89,10.78
91.46,403.4,106.91,206.15,124.8
379.74,216.7,127.58,22.67,0.0
190.48,357.85,202.26,36.23,92.46
432.86,19.45,122.58,-1.11,2.78
101.91,328.95,152.25,183.48,91.46
277.83,-60.0,248.38,28.56,37.34
280.94,181.7,183.48,84.46,21.78
252.38,117.8,266.94,9.78,50.23
321.84,112.25,107.02,30.56,105.13
514.32,-5.0,61.79,-5.0,0.0
459.42,3.9,101.13,11.89,11.78
432.97,93.9,98.02,14.78,34.45
203.37,580.1,231.82,0.89,55.9
323.95,88.35,221.93,11.67,15.67
361.18,83.9,74.46,97.13,38.45
324.95,87.8,201.15,10.67,9.67
408.52,108.35,157.03,8.89,-6.11
329.84,447.85,141.36,36.23,17.89
49.23,280.6,172.7,163.92,160.03
265.94,274.5,99.02,46.01,110.13
226.6,251.15,270.05,16.56,18.67
461.31,-10.55,91.24,7.78,28.67
158.14,181.15,143.36,98.13,144.14
514.32,104.45,61.9,4.89,7.0
226.82,117.25,179.7,82.35,69.68
362.18,-15.0,203.26,15.67,2.89
436.75,104.45,106.02,24.56,7.78
371.07,18.9,182.7,8.89,35.56
487.98,83.9,87.46,8.89,-1.0
461.2,99.45,89.35,24.67,8.89
340.62,136.7,152.14,28.45,31.45
26.34,829.05,28272.0,65.68,138.25
166.92,309.5,252.27,22.67,94.24
58.9,142.25,143.47,223.82,133.36
366.29,98.9,181.59,1.89,34.56
389.74,87.8,164.03,17.78,9.78
390.85,122.8,155.25,9.89,28.45
128.47,397.85,177.7,79.46,134.69
27.34,990.75,96.13,161.03,96.35
176.81,526.2,263.16,55.9,-7.0
158.14,560.1,299.5,21.56,18.78
411.19,103.9,155.25,4.78,-7.0
235.71,559.0,93.13,34.23,89.13
416.19,-15.55,158.14,4.89,16.89
196.26,172.8,346.62,26.56,-10.0
245.6,200.05,217.93,3.89,76.57
455.53,94.45,116.8,4.89,7.89
272.83,24.45,190.37,54.12,70.79
279.61,495.65,131.58,10.89,52.9
351.51,171.7,188.59,18.78,12.78
537.99,25.0,48.12,6.0,-4.11
421.97,82.8,109.91,4.89,13.67
230.82,442.3,242.38,25.56,-3.11
44.23,632.9,160.14,115.91,160.14
181.7,550.65,237.49,17.56,47.01
481.87,34.45,86.46,2.89,-5.11
409.41,-5.55,177.81,3.89,9.89
85.35,322.85,194.26,145.25,73.57
151.25,383.95,83.46,169.7,105.8
169.92,589.55,129.58,84.35,99.24
182.7,671.25,55.01,111.8,85.35
512.32,104.45,54.9,0.89,5.89
548.88,40.0,36.34,6.89,14.89
3.78,529.55,101.24,330.84,52.23
286.5,3.9,142.36,69.57,72.79
0.0,539.0,163.03,155.14,70.68
393.74,118.35,155.14,18.67,17.78
333.84,9.45,186.48,16.56,42.23
101.02,166.7,286.72,41.12,130.69
458.53,104.45,111.91,3.89,14.78
74.46,275.05,334.84,80.46,57.12
136.36,663.45,241.49,46.01,24.45
107.13,147.25,60.79,163.92,225.71
489.98,69.45,86.46,8.78,2.78
326.73,103.35,193.48,13.67,32.45
475.2,34.45,97.13,3.89,1.89
25.34,801.25,239.38,18.78,151.25
217.82,217.25,123.8,18.67,205.15
449.75,13.35,95.13,13.78,14.67
101.02,367.85,245.27,84.46,58.68
511.54,88.9,59.79,4.0,8.89
165.03,711.25,88.35,29.34,168.03
368.07,196.7,126.69,56.01,-6.11
497.87,151.15,54.12,9.89,12.89
85.57,471.2,223.82,136.36,58.12
157.92,455.1,143.25,71.57,95.13
359.18,340.05,103.91,53.9,-6.0
352.51,28.9,210.04,9.78,7.0
487.76,4.45,84.57,10.89,3.89
154.03,491.75,251.27,63.9,17.45
190.26,544.0,189.59,35.23,31.23
137.36,491.75,218.82,69.68,60.68
45.01,722.35,98.02,295.5,9.89
92.46,546.2,111.8,79.46,205.04
143.14,687.35,132.58,64.68,91.13
325.06,157.25,200.15,12.78,19.56
332.84,153.35,189.48,57.01,10.0
340.62,-45.55,189.59,29.56,24.34
76.46,642.9,203.15,107.02,69.79
197.37,298.95,177.7,64.79,99.35
488.76,28.9,51.9,5.89,9.67
333.62,348.95,163.92,13.67,4.0
209.04,265.05,290.61,14.67,14.78
328.73,637.35,93.35,24.67,6.78
406.52,68.9,172.92,12.89,4.78
424.19,5.0,130.47,14.78,12.56
210.26,295.6,144.25,36.45,169.92
415.19,73.9,147.25,14.78,3.0
215.82,491.2,121.58,45.23,89.13
416.19,43.9,114.91,17.56,26.56
476.98,70.0,98.24,-4.0,2.78
99.13,565.65,242.6,79.57,69.57
196.48,305.6,240.49,58.9,42.01
155.03,250.6,337.73,44.12,-11.0
126.58,171.15,306.28,94.24,21.67
14.56,1777.55,49.23,46.01,121.69
368.18,40.0,184.7,19.56,8.67
423.08,207.25,119.8,-1.11,21.78
468.2,192.8,72.68,18.56,12.0
116.02,87.25,253.16,41.34,162.03
478.09,9.45,70.68,29.45,8.89
193.48,373.95,298.5,3.89,44.34
433.86,39.45,126.69,14.67,4.89
472.2,20.0,112.91,0.0,2.0
282.83,82.8,190.37,37.34,54.9
210.26,457.3,200.37,112.02,-3.11
41.34,485.65,131.58,162.92,151.03
286.61,352.3,154.03,23.67,43.23
315.06,195.6,119.8,90.35,24.67
458.42,-16.1,109.02,13.78,11.89
538.1,-40.0,61.01,0.0,3.0
69.68,44.45,247.38,207.26,66.79
117.69,549.0,246.38,25.45,59.68
212.04,369.5,211.15,53.12,61.79
331.84,84.45,228.71,-0.11,1.78
155.25,1203.55,145.36,19.67,65.01
416.41,127.25,137.58,5.89,28.67
366.07,250.6,112.8,40.23,15.78
163.03,848.5,216.93,40.34,-5.0
333.73,92.8,77.68,70.57,84.46
400.41,39.45,137.47,27.45,19.67
280.61,288.95,210.04,18.67,6.89
123.69,138.35,178.81,94.13,169.7
480.09,35.0,85.35,9.78,3.78
376.85,58.9,163.92,16.78,6.78
333.95,313.95,80.57,71.68,66.9
337.73,221.15,129.47,42.34,51.23
324.95,358.95,157.92,29.56,29.67
198.48,511.2,194.26,89.46,14.56
269.16,362.85,192.48,58.01,2.78
239.49,187.8,145.25,86.35,88.35
275.83,319.5,150.25,41.23,46.9
177.81,153.35,311.28,67.79,35.45
431.97,15.0,141.25,0.0,10.78
438.75,157.25,106.02,11.78,-6.11
217.93,0.0,257.27,41.34,66.9
353.4,-70.0,149.36,77.68,29.56
396.41,-50.0,105.02,27.45,58.12
236.6,38.35,297.39,5.89,24.45
95.13,471.75,128.69,263.05,11.67
523.21,-65.0,47.01,0.89,-3.11
344.73,3.9,209.93,8.78,6.78
326.06,-10.55,130.58,29.34,107.13
297.5,431.75,153.14,27.45,21.56
266.05,388.95,121.69,64.68,55.79
428.19,45.0,148.14,6.78,-0.11
242.6,369.5,150.25,138.36,7.89
339.73,-11.1,201.37,38.23,-5.0
331.95,358.95,151.25,18.78,42.34
489.76,-20.0,75.46,-1.0,8.89
246.49,151.7,271.83,7.78,37.45
314.28,142.25,241.38,0.89,-2.11
